dsc_titulo_chamada;dsc_status;carta_txt_num_protocolo;carta_dsc_modalidade;carta_txt_sigla_uf;carta_txt_municipio;carta_dsc_agente_financeiro;carta_nome_proponente;carta_tipo_proponente;carta_txt_nome_empreendimento;carta_vlr_contrapartida;carta_vlr_emprestimo;carta_vlr_investimento
Avançar Cidades Saneamento 2018/2019;Arquivada;00001623.2.2905/2018;Esgotamento Sanitário;SP;Rio Grande da Serra;Caixa Econômica Federal;Cia de Saneamento Básico do Estado de São Paulo;Companhia/Empresa de Saneamento; Implantação de Sistema de Esgotamento Sanitário no município de Rio Grande da Serra.;2.467.344,56;46.879.346,65;49.346.691,21
Avançar Cidades Saneamento 2018/2019;Arquivada;00001638.2.2905/2018;Esgotamento Sanitário;SP;Itapecerica da Serra;Caixa Econômica Federal;Cia de Saneamento Básico do Estado de São Paulo;Companhia/Empresa de Saneamento; Implantação de Sistema de Esgotamento Sanitário no município de Itapecerica da Serra.;3.869.664,35;73.062.853,06;76.932.517,41
Avançar Cidades Saneamento 2018/2019;Arquivada;00001860.5.1806/2018;Manejo de Águas Pluviais;SP;Itapevi;Caixa Econômica Federal;PREFEITURA DE ITAPEVI;Prefeitura Municipal;Manejo Aguas;2.209.000,00;41.971.000,00;44.180.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;00001653.2.3005/2018;Esgotamento Sanitário;SP;Suzano;Caixa Econômica Federal;Cia de Saneamento Básico do Estado de São Paulo;Companhia/Empresa de Saneamento;Execução de Obras para o Sistema de Esgotamento Sanitário no município de Suzano;577.537,42;10.973.204,35;11.550.741,77
Avançar Cidades Saneamento 2018/2019;Arquivada;00001657.9.2805/2018;Estudos e Projetos;SP;Guarulhos;Caixa Econômica Federal;Prefeitura Municipal de Guarulhos;Prefeitura Municipal;Elaboração de Projetos Executivos das Unidades de Afastamento de Esgoto do Sub-sistema Centro, incluindo redes coletoras complementares, no município de Guarulhos.;158.373,20;3.009.090,71;3.167.463,91
Avançar Cidades Saneamento 2018/2019;Arquivada;00001748.5.3005/2018;Manejo de Águas Pluviais;SP;São José dos Campos;Caixa Econômica Federal;Prefeitura de São José dos Campos;Prefeitura Municipal;CONSTRUÇÃO DE GALERIA DE ÁGUAS PLUVIAIS NA RUA TARU - JARDIM ORIENTE - SÃO JOSÉ DOS CAMPOS - SP;243.192,65;4.620.660,32;4.863.852,97
Avançar Cidades Saneamento 2018/2019;Arquivada;00001770.5.3005/2018;Manejo de Águas Pluviais;SP;São José dos Campos;Caixa Econômica Federal;Prefeitura de São José dos Campos;Prefeitura Municipal;CONSTRUÇÃO DE BARRAMENTO (RESERVATÓRIO DE DETENÇÃO) LOCALIZADO NA AVENIDA VICENTE BRANDÃO FERREIRA - SÃO JOSÉ DOS CAMPOS - SP;375.109,52;7.127.080,79;7.502.190,31
Avançar Cidades Saneamento 2018/2019;Arquivada;00001833.A.3105/2018;Redução e Controle de Perdas;SP;Guarulhos;Caixa Econômica Federal;Prefeitura Municipal de Guarulhos;Prefeitura Municipal;Ampliação do Programa de Controle e Redução de Perdas do SAAE Guarulhos;4.685.666,03;87.679.149,97;92.364.816,00
Avançar Cidades Saneamento 2018/2019;Arquivada;00001889.2.1806/2018;Esgotamento Sanitário;MG;Argirita;Caixa Econômica Federal;Prefeitura Municipal de Argirita;Prefeitura Municipal;Esgotamento sanitário;28.239,51;514.827,83;543.067,34
Avançar Cidades Saneamento 2018/2019;Arquivada;00001910.2.1406/2018;Esgotamento Sanitário;MT;Lucas do Rio Verde;Caixa Econômica Federal;MUNICÍPIO DE LUCAS DO RIO VERDE;Prefeitura Municipal;Universalização do sistema de esgotamento sanitário - fase 1;1.262.093,08;22.947.146,99;24.209.240,07
Avançar Cidades Saneamento 2018/2019;Arquivada;00001469.2.3005/2018;Esgotamento Sanitário;RS;Camaquã;BNDES;Companhia Riograndense de Saneamento;Companhia/Empresa de Saneamento; Implantação do SES, com rede coletora, estações elevatórias e ETE ;2.949.691,82;26.547.226,16;29.496.917,98
Avançar Cidades Saneamento 2018/2019;Arquivada;00001474.1.0106/2018;Abastecimento de Água;RS;Flores da Cunha;BNDES;Companhia Riograndense de Saneamento;Companhia/Empresa de Saneamento; Captação e EBAB no Rio São Marcos, adutora de água bruta DN 300, adutora de água bruta e tratada DN 400, ETA 150L/s, Reservatório V=1.000 m³. ;2.177.816,30;19.600.346,70;21.778.163,00
Avançar Cidades Saneamento 2018/2019;Arquivada;00001425.1.2805/2018;Abastecimento de Água;RS;Cachoeira do Sul;BNDES;Companhia Riograndense de Saneamento;Companhia/Empresa de Saneamento; Modernização e duplicação da ETA ;2.484.615,39;22.361.538,45;24.846.153,84
Avançar Cidades Saneamento 2018/2019;Arquivada;00001428.2.2905/2018;Esgotamento Sanitário;RS;Itaqui;BNDES;Companhia Riograndense de Saneamento;Companhia/Empresa de Saneamento;Implantação de redes coletoras nas bacias Oeste 1 (O1) e Oeste 2 (O2) e ETE 40L/s ;2.758.736,49;24.828.628,28;27.587.364,77
Avançar Cidades Saneamento 2018/2019;Arquivada;00001894.2.1506/2018;Esgotamento Sanitário;RS;Lajeado;BNDES;Companhia Riograndense de Saneamento;Companhia/Empresa de Saneamento;Rede Coletora, EBES e ETE;1.576.062,18;29.945.181,29;31.521.243,47
Avançar Cidades Saneamento 2018/2019;Arquivada;00001472.2.3005/2018;Esgotamento Sanitário;RS;Santa Cruz do Sul;BNDES;Companhia Riograndense de Saneamento;Companhia/Empresa de Saneamento; Implantação de rede coletora na Bacia do Arroio das Pedras ;3.855.763,65;34.701.872,71;38.557.636,36
Avançar Cidades Saneamento 2018/2019;Arquivada;00001572.2.0106/2018;Esgotamento Sanitário;RS;Taquara;BNDES;Companhia Riograndense de Saneamento;Companhia/Empresa de Saneamento;Redes Coletoras e EBEs;2.249.248,98;20.243.240,79;22.492.489,77
Avançar Cidades Saneamento 2018/2019;Arquivada;00001468.2.3005/2018;Esgotamento Sanitário;RS;Charqueadas;BNDES;Companhia Riograndense de Saneamento;Companhia/Empresa de Saneamento; Implantação do SES com rede coletora, elevatórias e ETE em parte da cidade ;3.442.365,96;30.981.293,60;34.423.659,56
Avançar Cidades Saneamento 2018/2019;Arquivada;00001893.2.1506/2018;Esgotamento Sanitário;RS;Erechim;BNDES;Companhia Riograndense de Saneamento;Companhia/Empresa de Saneamento;Rede Coletora, interceptores e ETE;2.004.797,98;38.091.161,58;40.095.959,56
Avançar Cidades Saneamento 2018/2019;Arquivada;00001880.2.1806/2018;Esgotamento Sanitário;PR;Japira;Caixa Econômica Federal;PREFEITURA MUNICIPAL DE JAPIRA;Prefeitura Municipal;MUNICIPIO DE JAPIRA;503.307,00;9.218.433,00;9.721.740,00
Avançar Cidades Saneamento 2018/2019;Arquivada;00001424.1.2805/2018;Abastecimento de Água;RS;Três Passos;BNDES;Companhia Riograndense de Saneamento;Companhia/Empresa de Saneamento; Captação / reforma, desaguamento do lodo e reservação ;991.800,00;8.926.200,00;9.918.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;00001681.1.3005/2018;Abastecimento de Água;PA;Oriximiná;Banco do Brasil;Prefeitura Municipal de Oriximiná;Prefeitura Municipal;ESTRUTURAÇÃO DO LABORATÓRIO DE CONTROLE E QUALIDADE DA ÁGUA E AQUISIÇÃO DE SISTEMAS DE TRATAMENTO DE ÁGUA DE PEQUENO PORTE ;330.000,00;6.181.500,00;6.511.500,00
Avançar Cidades Saneamento 2018/2019;Arquivada;001550.5.3005/2018-R;Manejo de Águas Pluviais;PR;São José dos Pinhais;Caixa Econômica Federal;ESTADO DO PARANÁ;Governo Estadual/Distrital;Parque Metropolitano do Iguaçu;1.620.000,00;30.688.390,32;32.308.390,32
Avançar Cidades Saneamento 2018/2019;Arquivada;001546.5.3005/2018-R;Manejo de Águas Pluviais;PR;São José dos Pinhais;Caixa Econômica Federal;ESTADO DO PARANÁ;Governo Estadual/Distrital;Parque Ambiental Itaqui;1.200.000,00;22.749.607,31;23.949.607,31
Avançar Cidades Saneamento 2018/2019;Arquivada;001544.5.3005/2018-R;Manejo de Águas Pluviais;PR;Piraquara;Caixa Econômica Federal;ESTADO DO PARANÁ;Governo Estadual/Distrital;parque ambiental piraquara;690.000,00;12.899.457,04;13.589.457,04
Processo continuo - IN 22/2018;Verificações Realizadas;002625.2.0209/2021-R;Esgotamento Sanitário;BA;Conceição do Coité;Caixa Econômica Federal;EMPRESA BAIANA DE AGUAS E SANEAMENTO S.A;Companhia/Empresa de Saneamento;Implantação do Sistema de Esgotamento Sanitário de Conceição do Coité;2.965.766,82;56.349.569,22;59.315.336,04
Processo continuo - IN 22/2018;Selecionada;002037.2.1810/2018-R;Esgotamento Sanitário;SP;São Paulo;Caixa Econômica Federal;Cia de Saneamento Básico do Estado de São Paulo;Companhia/Empresa de Saneamento;Implantação de Sistema de Esgotamento Sanitário nas Bacias Guarapiranga - GP 06 e Pinheiros PI 01, 03, 09 e 13;1.709.508,97;32.480.644,45;34.190.153,42
Processo continuo - IN 22/2018;Selecionada;002043.2.1810/2018-R;Esgotamento Sanitário;SP;Embu-Guaçu;Caixa Econômica Federal;Cia de Saneamento Básico do Estado de São Paulo;Companhia/Empresa de Saneamento;Implantação de Sistema de Esgotamento Sanitário no Município de Embu Guaçú;747.955,86;14.211.153,27;14.959.109,13
Processo continuo - IN 22/2018;Selecionada;00002020.1.1810/2018;Abastecimento de Água;SP;Cotia;Caixa Econômica Federal;Cia de Saneamento Básico do Estado de São Paulo;Companhia/Empresa de Saneamento;Nome do Empreendimento: Implantação de obras para setorização do município de Cotia e substituição de rede de cimento Amianto;8.416.031,28;131.404.582,30;139.820.613,58
Processo continuo - IN 22/2018;Selecionada;002327.9.2903/2019-R;Estudos e Projetos;MG;Araguari;Caixa Econômica Federal;Prefeitura Municipal de Araguari;Prefeitura Municipal;Elaboração de Estudo de Concepção, Projeto Básico e Projeto Executivo do Novo Sistema de Abastecimento de Água de Araguari-MG ;100.000,00;1.900.000,00;2.000.000,00
Processo continuo - IN 22/2018;Selecionada;002437.5.0207/2019-R;Manejo de Águas Pluviais;RS;Pelotas;Caixa Econômica Federal;Prefeitura Municipal de Pelotas;Prefeitura Municipal;Casa de Bombas Farroupilha;628.734,39;11.724.453,33;12.353.187,72
Processo continuo - IN 22/2018;Selecionada;002384.1.2304/2019-R;Abastecimento de Água;SP;Salto;Caixa Econômica Federal;Município de Salto;Prefeitura Municipal;Sistema de Captação, Adução, Tratamento e Abastecimento de Água no Município de Salto/SP;1.389.591,06;26.402.230,04;27.791.821,10
Processo continuo - IN 22/2018;Selecionada;002439.1.0507/2019-R;Abastecimento de Água;SP;Indaiatuba;Caixa Econômica Federal;Município de Indaiatuba;Prefeitura Municipal;Estação de Tratamento de Água VI – ETA VI;12.225.687,00;18.338.530,51;30.564.217,51
Processo continuo - IN 22/2018;Selecionada;002608.2.2708/2021-R;Esgotamento Sanitário;PR;Cornélio Procópio;Caixa Econômica Federal;Companhia de Saneamento do Paraná - SANEPAR;Companhia/Empresa de Saneamento;CORNELIO PROCOPIO - PR;2.000.000,00;38.000.000,00;40.000.000,00
Processo continuo - IN 22/2018;Selecionada;00002413.1.1605/2019;Abastecimento de Água;MG;Ituiutaba;Caixa Econômica Federal;PREFEITURA MUNICIPAL DE ITUIUTABA;Prefeitura Municipal;Obras para melhorias de captação de água bruta no município de Ituiutaba-MG;1.294.421,91;11.649.799,59;12.944.221,50
Processo continuo - IN 22/2018;Selecionada;002206.2.0103/2019-R;Esgotamento Sanitário;SP;Campinas;Caixa Econômica Federal;Sociedade de Abastecimento de Água e Saneamento S/A;Companhia/Empresa de Saneamento;Retrofit ETE Anhumas;6.304.722,87;119.789.734,47;126.094.457,34
Processo continuo - IN 22/2018;Selecionada;002303.2.1903/2019-R;Esgotamento Sanitário;SP;Valinhos;Caixa Econômica Federal;Sociedade de Abastecimento de Água e Saneamento S/A;Companhia/Empresa de Saneamento;Sistema de Esgotamento e EPAR Capuava/Samambaia;6.478.864,96;123.098.434,12;129.577.299,08
Processo continuo - IN 22/2018;Selecionada;00002456.9.0908/2019;Estudos e Projetos;PR;Foz do Iguaçu;Caixa Econômica Federal;Companhia de Saneamento do Paraná - SANEPAR;Companhia/Empresa de Saneamento;ELABORAÇÃO DE ESTUDOS E PROJETOS PARA O SES DA CIDADE DE FOZ DO IGUAÇU;75.000,00;1.425.000,00;1.500.000,00
Processo continuo - IN 22/2018;Selecionada;002448.1.3107/2019-R;Abastecimento de Água;SP;Jundiaí;Caixa Econômica Federal;DAE S/A - Água e Esgoto;Companhia/Empresa de Saneamento;REMANEJAMENTO E REFORÇO DE ADUTORA PARA ATENDIMENTO DO VETOR OESTE DO MUNICÍPIO DE JUNDIAÍ;2.060.000,00;13.490.000,00;15.550.000,00
Processo continuo - IN 22/2018;Selecionada;002027.1.1810/2018-R;Abastecimento de Água;SP;São José dos Campos;Caixa Econômica Federal;Cia de Saneamento Básico do Estado de São Paulo;Companhia/Empresa de Saneamento;Ampliação e melhoria do sistema de distribuição de água para o município de São José dos Campos.;529.767,45;10.065.581,42;10.595.348,87
Processo continuo - IN 22/2018;Selecionada;00002023.2.1810/2018;Esgotamento Sanitário;SP;Itupeva;Caixa Econômica Federal;Cia de Saneamento Básico do Estado de São Paulo;Companhia/Empresa de Saneamento;Implantação do sistema de afastamento de esgotos para o município de Itupeva.;1.054.791,04;20.041.029,67;21.095.820,71
Processo continuo - IN 22/2018;Selecionada;00002479.9.3110/2019;Estudos e Projetos;SP;Campinas;Caixa Econômica Federal;Sociedade de Abastecimento de Água e Saneamento S/A;Companhia/Empresa de Saneamento;Barramento de Água Bruta no Rio Atibaia;277.500,00;5.272.500,00;5.550.000,00
Processo continuo - IN 22/2018;Selecionada;002279.9.0102/2019-R;Estudos e Projetos;SC;Pomerode;Caixa Econômica Federal;PREFEITURA MUNICIPAL DE POMERODE;Prefeitura Municipal;Estudo de Concepção e Projeto Executivo do Esgotamento Sanitário do município de Pomerode SC;45.881,92;871.756,20;917.638,12
Processo continuo - IN 22/2018;Selecionada;00002514.5.1609/2020;Manejo de Águas Pluviais;RS;Porto Alegre;BRDE;Municipio de Porto Alegre ;Prefeitura Municipal;TÚNEL VERDE - EXECUÇÃO DE CANAL, DIQUES E CASAS DE BOMBAS;1.987.646,61;37.765.285,53;39.752.932,14
Processo continuo - IN 22/2018;Selecionada;00002041.2.1810/2018;Esgotamento Sanitário;SP;Itapeva;Caixa Econômica Federal;Cia de Saneamento Básico do Estado de São Paulo;Companhia/Empresa de Saneamento;Ampliação do Sistema de Afastamento e Tratamento de Esgoto para o Município de Itapeva.;250.000,00;4.750.000,00;5.000.000,00
Processo continuo - IN 22/2018;Selecionada;00002510.2.2007/2020;Esgotamento Sanitário;MS;Nova Alvorada do Sul;Caixa Econômica Federal;Empresa de Saneamento de Mato Grosso do Sul S.A;Companhia/Empresa de Saneamento;Ampliação do Sistema de Esgotamento Sanitário de Nova Alvorada do Sul ;499.278,74;9.486.296,02;9.985.574,76
Processo continuo - IN 22/2018;Selecionada;002548.2.1801/2021-R;Esgotamento Sanitário;BA;Serrinha;Caixa Econômica Federal;EMPRESA BAIANA DE AGUAS E SANEAMENTO S.A;Companhia/Empresa de Saneamento;Implantação do Sistema de Esgotamento Sanitário de Serrinha;7.347.738,34;139.553.104,18;146.900.842,52
Processo continuo - IN 22/2018;Selecionada;002558.1.1802/2021-R;Abastecimento de Água;BA;Nazaré;Caixa Econômica Federal;EMPRESA BAIANA DE AGUAS E SANEAMENTO S.A;Companhia/Empresa de Saneamento;Ampliação do Sistema de Abastecimento de Água de Nazaré;513.059,32;9.747.672,39;10.260.731,71
Processo continuo - IN 22/2018;Selecionada;00002557.2.1802/2021;Esgotamento Sanitário;BA;Barra do Choça;Caixa Econômica Federal;EMPRESA BAIANA DE AGUAS E SANEAMENTO S.A;Companhia/Empresa de Saneamento;Implantação do Sistema de Esgotamento Sanitário de Barra do Choça;3.440.321,19;63.366.102,88;66.806.424,07
Processo continuo - IN 22/2018;Selecionada;00002556.2.1802/2021;Esgotamento Sanitário;BA;Caravelas;Caixa Econômica Federal;EMPRESA BAIANA DE AGUAS E SANEAMENTO S.A;Companhia/Empresa de Saneamento;Implantação do Sistema de Esgotamento Sanitário de Ponta da Areia e Barra de Caravelas;965.301,03;16.495.247,17;17.460.548,20
Processo continuo - IN 22/2018;Selecionada;002559.2.1802/2021-R;Esgotamento Sanitário;BA;Capim Grosso;Caixa Econômica Federal;EMPRESA BAIANA DE AGUAS E SANEAMENTO S.A;Companhia/Empresa de Saneamento;Implantação do Sistema de Esgotamento Sanitário de Capim Grosso;3.540.682,35;67.272.964,90;70.813.647,25
Processo continuo - IN 22/2018;Selecionada;002523.1.2010/2020-R;Abastecimento de Água;GO;Anápolis;Caixa Econômica Federal;Saneamento de Goiás S/A ;Companhia/Empresa de Saneamento;Apliação e melhoria do sistema de abastecimento de água de Anápolis - GO;2.011.751,86;38.223.276,11;40.235.027,97
Processo continuo - IN 22/2018;Selecionada;002533.1.1711/2020-R;Abastecimento de Água;GO;Goiânia;Caixa Econômica Federal;Saneamento de Goiás S/A ;Companhia/Empresa de Saneamento;Conexão do Sistema de Abastecimento de Água Mauro Borges ao Centro de Reservação Cristina: Booster e AAT João Leite / Cristina e CR Cristina;3.525.577,08;66.985.964,40;70.511.541,48
Processo continuo - IN 22/2018;Selecionada;002521.2.2909/2020-R;Esgotamento Sanitário;SC;Joinville;BRDE;Companhia Águas de Joinville;Companhia/Empresa de Saneamento;Implantação de Sistema de Esgotamento Sanitário no município de Joinville/SC;1.473.632,42;25.453.015,93;26.926.648,35
Processo continuo - IN 22/2018;Selecionada;002560.2.1802/2021-R;Esgotamento Sanitário;BA;Jequié;Caixa Econômica Federal;EMPRESA BAIANA DE AGUAS E SANEAMENTO S.A;Companhia/Empresa de Saneamento;Ampliação do Sistema de Esgotamento Sanitário de Jequié;2.460.535,76;46.750.179,29;49.210.715,05
Processo continuo - IN 22/2018;Selecionada;002553.2.1602/2021-R;Esgotamento Sanitário;BA;Ruy Barbosa;Caixa Econômica Federal;EMPRESA BAIANA DE AGUAS E SANEAMENTO S.A;Companhia/Empresa de Saneamento;Implantação do Sistema de Esgotamento Sanitário de Ruy Barbosa;3.857.100,00;61.233.501,99;65.090.601,99
Processo continuo - IN 22/2018;Selecionada;002622.A.1709/2021-R;Redução e Controle de Perdas;PR;Colombo;Caixa Econômica Federal;Companhia de Saneamento do Paraná - SANEPAR;Companhia/Empresa de Saneamento;Redução e  Controle de Perdas - Colombo-PR;1.653.620,22;31.418.784,13;33.072.404,35
Processo continuo - IN 22/2018;Selecionada;002555.2.1802/2021-R;Esgotamento Sanitário;BA;Riachão do Jacuípe;Caixa Econômica Federal;EMPRESA BAIANA DE AGUAS E SANEAMENTO S.A;Companhia/Empresa de Saneamento;Implantação do Sistema de Esgotamento Sanitário de Riachão do Jacuípe;3.503.698,21;66.570.265,81;70.073.964,02
Processo continuo - IN 22/2018;Selecionada;00002562.9.0504/2021;Estudos e Projetos;SP;Ribeirão Preto;Caixa Econômica Federal;Prefeitura Municipal de Ribeirão Preto;Prefeitura Municipal;PROJETO BÁSICO DO SISTEMA PRODUTOR DE ÁGUA DO RIO PARDO NO MUNICÍPIO DE RIBEIRÃO PRETO/SP;155.918,45;2.962.450,48;3.118.368,93
Processo continuo - IN 22/2018;Selecionada;002585.1.0705/2021-R;Abastecimento de Água;PR;Curitiba;Caixa Econômica Federal;Companhia de Saneamento do Paraná - SANEPAR;Companhia/Empresa de Saneamento;AMPLIAÇÃO DO SISTEMA DE ABASTECIMENTO DE ÁGUA DA REGIÃO METROPOLITANA DE CURITIBA - TRANSPOSIÇÃO RIO CAPIVARI - ESTADO DO PARANÁ;6.000.000,00;54.000.000,00;60.000.000,00
Processo continuo - IN 22/2018;Selecionada;002588.1.1705/2021-R;Abastecimento de Água;PR;Ivaí;Caixa Econômica Federal;Companhia de Saneamento do Paraná - SANEPAR;Companhia/Empresa de Saneamento;IVAI SAA;417.429,79;4.125.754,83;4.543.184,62
Processo continuo - IN 22/2018;Selecionada;002602.2.0807/2021-R;Esgotamento Sanitário;SC;Porto União;Caixa Econômica Federal;Companhia de Saneamento do Paraná - SANEPAR;Companhia/Empresa de Saneamento;Porto União - SC;1.242.600,00;23.609.400,00;24.852.000,00
Processo continuo - IN 22/2018;Selecionada;002618.2.1908/2021-R;Esgotamento Sanitário;PR;Palmas;Caixa Econômica Federal;Companhia de Saneamento do Paraná - SANEPAR;Companhia/Empresa de Saneamento;PALMAS- PR;2.472.625,00;46.979.875,00;49.452.500,00
Processo continuo - IN 22/2018;Selecionada;00002623.2.2708/2021;Esgotamento Sanitário;PR;Castro;Caixa Econômica Federal;Companhia de Saneamento do Paraná - SANEPAR;Companhia/Empresa de Saneamento;AMPLIAÇÃO DO SISTEMA DE ESGOTAMENTO SANITÁRIO DO MUNICÍPIO DE CASTRO DO ESTADO NO PARANÁ;2.230.000,00;42.370.000,00;44.600.000,00
